x, y, z, ux, uy, uz, masse, radius, time, name
1.1035e+08, 2.5461e+07, 0, 6.42185, 1.84307, 0, 2e+30, 1.3627e+09, 3.29184e+07, Sun
1.27469e+11, 6.73994e+10, 0, -14666.5, 26866.4, 0, 6e+24, 1.96618e+07, 3.29184e+07, Earth
-2.46723e+11, 1.49813e+10, 0, -1540.03, -23198.4, 0, 6.42e+23, 9.33507e+06, 3.29184e+07, Mars
-3.42522e+11, -7.77578e+10, 0, 6263.8, -10016.8, 0, 3.30104e+23, 7.47881e+06, 3.29184e+07, Mercury
-2.56899e+10, -1.04026e+11, 0, 34094.3, -8347.73, 0, 4.86732e+24, 1.83375e+07, 3.29184e+07, Venus
7.1095e+11, 4.31838e+11, 0, -6163.82, 11981.9, 0, 1.89813e+27, 1.33947e+08, 3.29184e+07, Jupiter
1.47189e+12, 3.05618e+11, 0, -1937.79, 9153.01, 0, 5.68319e+26, 8.96132e+07, 3.29184e+07, Saturn
2.99839e+12, 2.18122e+11, 0, -484.487, 6614.52, 0, 8.68103e+25, 4.79062e+07, 3.29184e+07, Uranus
4.53336e+12, 1.79688e+11, 0, -213.372, 5455.8, 0, 1.0241e+26, 5.0619e+07, 3.29184e+07, Neptune
