x, y, z, ux, uy, uz, masse, radius, time, name
3.12378e+08, 1.05567e+08, 0, 9.97671, 4.70988, 0, 2e+30, 1.3627e+09, 5.71104e+07, Sun
1.01302e+11, -1.07123e+11, 0, 21786, 20494.2, 0, 6e+24, 1.96618e+07, 5.71104e+07, Earth
1.46766e+11, -2.03223e+11, 0, 18823.4, 13270.6, 0, 6.42e+23, 9.33507e+06, 5.71104e+07, Mars
5.60661e+08, 1.1108e+11, 0, -35255.2, 23753.1, 0, 3.30104e+23, 7.47881e+06, 5.71104e+07, Mercury
1.04391e+11, 1.34446e+09, 0, -99.9861, 36152.2, 0, 4.86732e+24, 1.83375e+07, 5.71104e+07, Venus
5.1859e+11, 6.87261e+11, 0, -9498.33, 8968.77, 0, 1.89813e+27, 1.33947e+08, 5.71104e+07, Jupiter
1.40824e+12, 5.22704e+11, 0, -3310.61, 8760.53, 0, 5.68319e+26, 8.96132e+07, 5.71104e+07, Saturn
2.98234e+12, 3.77751e+11, 0, -840.892, 6579.22, 0, 8.68103e+25, 4.79062e+07, 5.71104e+07, Uranus
4.52629e+12, 3.11582e+11, 0, -369.264, 5447.37, 0, 1.0241e+26, 5.0619e+07, 5.71104e+07, Neptune
