x, y, z, ux, uy, uz, masse, radius, time, name
2.33487e+09, 4.76276e+09, 0, -1.60037, 25.6406, 0, 2e+30, 1.3627e+09, 2.9903e+08, Sun
5.79495e+10, -1.32403e+11, 0, 27661.9, 11064, 0, 6e+24, 1.96618e+07, 2.9903e+08, Earth
-2.30101e+11, 9.12211e+10, 0, -8369.02, -21641.1, 0, 6.42e+23, 9.33507e+06, 2.9903e+08, Mars
-2.09975e+11, -1.56771e+11, 0, 17979.8, -5091.11, 0, 3.30104e+23, 7.47881e+06, 2.9903e+08, Mercury
-9.66034e+10, 7.35237e+10, 0, -20956, -24056.7, 0, 4.86732e+24, 1.83375e+07, 2.9903e+08, Venus
-9.96629e+11, -4.18035e+11, 0, 4691.91, -9183.88, 0, 1.89813e+27, 1.33947e+08, 2.9903e+08, Jupiter
-4.64521e+11, 1.39533e+12, 0, -9024.57, -3166.95, 0, 5.68319e+26, 8.96132e+07, 2.9903e+08, Saturn
2.36813e+12, 1.84099e+12, 0, -4117.59, 5223.39, 0, 8.68103e+25, 4.79062e+07, 2.9903e+08, Uranus
4.25014e+12, 1.59824e+12, 0, -1898.01, 5115.66, 0, 1.0241e+26, 5.0619e+07, 2.9903e+08, Neptune
