x, y, z, ux, uy, uz, masse, radius, time, name
1.95823e+09, 2.1978e+09, 0, 8.76057, 23.1551, 0, 2e+30, 1.3627e+09, 1.97078e+08, Sun
-1.43534e+11, 1.28471e+10, 0, -3066.66, -30146.9, 0, 6e+24, 1.96618e+07, 1.97078e+08, Earth
2.26203e+11, -9.99522e+10, 0, 9818.67, 21133.8, 0, 6.42e+23, 9.33507e+06, 1.97078e+08, Mars
-2.3581e+11, -1.42813e+11, 0, 15735.2, -7070.06, 0, 3.30104e+23, 7.47881e+06, 1.97078e+08, Mercury
-6.28211e+10, 8.78878e+10, 0, -30658.3, -17835.5, 0, 4.86732e+24, 1.83375e+07, 1.97078e+08, Venus
-9.14064e+11, 5.66143e+11, 0, -6217.74, -8352.46, 0, 1.89813e+27, 1.33947e+08, 1.97078e+08, Jupiter
4.88326e+11, 1.40427e+12, 0, -8989.34, 2970.98, 0, 5.68319e+26, 8.96132e+07, 1.97078e+08, Saturn
2.72361e+12, 1.26591e+12, 0, -2826.1, 6009.43, 0, 8.68103e+25, 4.79062e+07, 1.97078e+08, Uranus
4.41163e+12, 1.06615e+12, 0, -1265.42, 5309.62, 0, 1.0241e+26, 5.0619e+07, 1.97078e+08, Neptune
