x, y, z, ux, uy, uz, masse, radius, time, name
2.33192e+09, 4.80702e+09, 0, -1.79903, 25.5839, 0, 2e+30, 1.3627e+09, 3.00758e+08, Sun
1.01219e+11, -1.04902e+11, 0, 22170.9, 20006.2, 0, 6e+24, 1.96618e+07, 3.00758e+08, Earth
-2.41323e+11, 5.28054e+10, 0, -4772.79, -22672.9, 0, 6.42e+23, 9.33507e+06, 3.00758e+08, Mars
-1.76637e+11, -1.63618e+11, 0, 20519.1, -2838.97, 0, 3.30104e+23, 7.47881e+06, 3.00758e+08, Mercury
-1.20326e+11, 2.56423e+10, 0, -6921.99, -29971.1, 0, 4.86732e+24, 1.83375e+07, 3.00758e+08, Venus
-9.88358e+11, -4.33834e+11, 0, 4872.03, -9105.97, 0, 1.89813e+27, 1.33947e+08, 3.00758e+08, Jupiter
-4.80084e+11, 1.38976e+12, 0, -8989.92, -3268.47, 0, 5.68319e+26, 8.96132e+07, 3.00758e+08, Saturn
2.36099e+12, 1.85001e+12, 0, -4137.89, 5207.57, 0, 8.68103e+25, 4.79062e+07, 3.00758e+08, Uranus
4.24685e+12, 1.60707e+12, 0, -1908.51, 5111.71, 0, 1.0241e+26, 5.0619e+07, 3.00758e+08, Neptune
