x, y, z, ux, uy, uz, masse, radius, time, name
2.13124e+09, 5.9925e+09, 0, -6.43, 23.0526, 0, 2e+30, 1.3627e+09, 3.49142e+08, Sun
-1.37905e+11, 4.85607e+10, 0, -8633.1, -28748.7, 0, 6e+24, 1.96618e+07, 3.49142e+08, Earth
1.11588e+11, 2.31618e+11, 0, -20631.4, 10168.3, 0, 6.42e+23, 9.33507e+06, 3.49142e+08, Mars
-2.34096e+11, -1.49745e+11, 0, 16048.3, -6260.09, 0, 3.30104e+23, 7.47881e+06, 3.49142e+08, Mercury
6.64729e+10, -6.8057e+10, 0, 27687.4, 26726.7, 0, 4.86732e+24, 1.83375e+07, 3.49142e+08, Venus
-6.38279e+11, -8.00167e+11, 0, 9386.23, -5618.52, 0, 1.89813e+27, 1.33947e+08, 3.49142e+08, Jupiter
-8.8404e+11, 1.16579e+12, 0, -7572.59, -5911.86, 0, 5.68319e+26, 8.96132e+07, 3.49142e+08, Saturn
2.14742e+12, 2.09073e+12, 0, -4681.28, 4734.42, 0, 8.68103e+25, 4.79062e+07, 3.49142e+08, Uranus
4.14744e+12, 1.85157e+12, 0, -2198.46, 4992.64, 0, 1.0241e+26, 5.0619e+07, 3.49142e+08, Neptune
