x, y, z, ux, uy, uz, masse, radius, time, name
2.31693e+09, 4.9828e+09, 0, -2.50096, 25.2665, 0, 2e+30, 1.3627e+09, 3.0767e+08, Sun
1.2556e+11, 8.45467e+10, 0, -16182.4, 25349.8, 0, 6e+24, 1.96618e+07, 3.0767e+08, Earth
-2.22767e+11, -1.03118e+11, 0, 9741.08, -20903.4, 0, 6.42e+23, 9.33507e+06, 3.0767e+08, Mars
6.04609e+09, -1.19684e+11, 0, 31165.2, 22355.1, 0, 3.30104e+23, 7.47881e+06, 3.0767e+08, Mercury
9.88425e+09, -1.05594e+11, 0, 34146.2, 6294.52, 0, 4.86732e+24, 1.83375e+07, 3.0767e+08, Venus
-9.52185e+11, -4.95603e+11, 0, 5583.4, -8762.71, 0, 1.89813e+27, 1.33947e+08, 3.0767e+08, Jupiter
-5.41708e+11, 1.36576e+12, 0, -8839.78, -3670.81, 0, 5.68319e+26, 8.96132e+07, 3.0767e+08, Saturn
2.33211e+12, 1.88578e+12, 0, -4218.51, 5143.52, 0, 8.68103e+25, 4.79062e+07, 3.0767e+08, Uranus
4.23351e+12, 1.64235e+12, 0, -1950.42, 5095.7, 0, 1.0241e+26, 5.0619e+07, 3.0767e+08, Neptune
