x, y, z, ux, uy, uz, masse, radius, time, name
2.12001e+09, 6.03218e+09, 0, -6.55576, 22.8901, 0, 2e+30, 1.3627e+09, 3.5087e+08, Sun
-1.43223e+11, -2.88774e+09, 0, 2042.45, -30099.1, 0, 6e+24, 1.96618e+07, 3.5087e+08, Earth
7.46379e+10, 2.46129e+11, 0, -21978.2, 6761.4, 0, 6.42e+23, 9.33507e+06, 3.5087e+08, Mars
-2.04134e+11, -1.58998e+11, 0, 18534.1, -4460.98, 0, 3.30104e+23, 7.47881e+06, 3.5087e+08, Mercury
9.66577e+10, -8.86308e+09, 0, 6699.95, 38832.6, 0, 4.86732e+24, 1.83375e+07, 3.5087e+08, Venus
-6.21937e+11, -8.09721e+11, 0, 9520.4, -5446.56, 0, 1.89813e+27, 1.33947e+08, 3.5087e+08, Jupiter
-8.97066e+11, 1.15549e+12, 0, -7506.37, -5997.6, 0, 5.68319e+26, 8.96132e+07, 3.5087e+08, Saturn
2.13931e+12, 2.0989e+12, 0, -4699.75, 4716.41, 0, 8.68103e+25, 4.79062e+07, 3.5087e+08, Uranus
4.14363e+12, 1.8602e+12, 0, -2208.71, 4988.3, 0, 1.0241e+26, 5.0619e+07, 3.5087e+08, Neptune
