x, y, z, ux, uy, uz, masse, radius, time, name
1.77109e+09, 6.93104e+09, 0, -9.19657, 18.3073, 0, 2e+30, 1.3627e+09, 3.9407e+08, Sun
1.40377e+11, -3.79112e+10, 0, 10032.4, 28487.8, 0, 6e+24, 1.96618e+07, 3.9407e+08, Earth
1.4181e+11, -1.93733e+11, 0, 19312, 13194.9, 0, 6.42e+23, 9.33507e+06, 3.9407e+08, Mars
-3.13539e+11, -9.54163e+10, 0, 7698.11, -10155, 0, 3.30104e+23, 7.47881e+06, 3.9407e+08, Mercury
2.14721e+08, 1.18125e+11, 0, -33969.1, 4698.98, 0, 4.86732e+24, 1.83375e+07, 3.9407e+08, Venus
-1.52843e+11, -9.37405e+11, 0, 11806.5, -158.028, 0, 1.89813e+27, 1.33947e+08, 3.9407e+08, Jupiter
-1.18122e+12, 8.54051e+11, 0, -5564.12, -7861.6, 0, 5.68319e+26, 8.96132e+07, 3.9407e+08, Saturn
1.9267e+12, 2.29259e+12, 0, -5135.98, 4244.28, 0, 8.68103e+25, 4.79062e+07, 3.9407e+08, Uranus
4.04273e+12, 2.07312e+12, 0, -2461.48, 4867.48, 0, 1.0241e+26, 5.0619e+07, 3.9407e+08, Neptune
