x, y, z, ux, uy, uz, masse, radius, time, name
4.62461e+08, 1.86499e+08, 0, 11.4654, 6.98294, 0, 2e+30, 1.3627e+09, 7.09344e+07, Sun
-6.89115e+10, 1.283e+11, 0, -26845.3, -13881.4, 0, 6e+24, 1.96618e+07, 7.09344e+07, Earth
2.38956e+11, 7.86104e+10, 0, -7159.96, 21808, 0, 6.42e+23, 9.33507e+06, 7.09344e+07, Mars
-3.06553e+11, 9.36479e+10, 0, -11172.3, -9354.92, 0, 3.30104e+23, 7.47881e+06, 7.09344e+07, Mercury
-2.02763e+10, -1.05748e+11, 0, 34165.9, -5398.7, 0, 4.86732e+24, 1.83375e+07, 7.09344e+07, Venus
3.78145e+11, 7.97223e+11, 0, -10739.7, 6917.76, 0, 1.89813e+27, 1.33947e+08, 7.09344e+07, Jupiter
1.35718e+12, 6.4168e+11, 0, -4066.9, 8443.43, 0, 5.68319e+26, 8.96132e+07, 7.09344e+07, Saturn
2.9693e+12, 4.68511e+11, 0, -1043.54, 6550.73, 0, 8.68103e+25, 4.79062e+07, 7.09344e+07, Uranus
4.52057e+12, 3.8684e+11, 0, -457.726, 5440.49, 0, 1.0241e+26, 5.0619e+07, 7.09344e+07, Neptune
