x, y, z, ux, uy, uz, masse, radius, time, name
1.81865e+09, 6.83463e+09, 0, -9.16733, 18.9401, 0, 2e+30, 1.3627e+09, 3.88886e+08, Sun
2.71572e+10, -1.35925e+11, 0, 29901.2, 5007.09, 0, 6e+24, 1.96618e+07, 3.88886e+08, Earth
2.92047e+10, -2.36465e+11, 0, 23305.2, 2638.38, 0, 6.42e+23, 9.33507e+06, 3.88886e+08, Mars
-3.387e+11, -3.89629e+10, 0, 1937.29, -11455.9, 0, 3.30104e+23, 7.47881e+06, 3.88886e+08, Mercury
9.18459e+10, -2.62206e+10, 0, 13362.1, 36972.7, 0, 4.86732e+24, 1.83375e+07, 3.88886e+08, Venus
-2.13709e+11, -9.34704e+11, 0, 11667.1, -892.421, 0, 1.89813e+27, 1.33947e+08, 3.88886e+08, Jupiter
-1.15172e+12, 8.94325e+11, 0, -5822.09, -7669.84, 0, 5.68319e+26, 8.96132e+07, 3.88886e+08, Saturn
1.9532e+12, 2.27044e+12, 0, -5085.69, 4303.3, 0, 8.68103e+25, 4.79062e+07, 3.88886e+08, Uranus
4.05541e+12, 2.04785e+12, 0, -2431.49, 4882.69, 0, 1.0241e+26, 5.0619e+07, 3.88886e+08, Neptune
