x, y, z, ux, uy, uz, masse, radius, time, name
2.00192e+09, 2.31889e+09, 0, 8.11086, 23.5075, 0, 2e+30, 1.3627e+09, 2.02262e+08, Sun
-8.05672e+10, -1.21403e+11, 0, 24366.3, -17035.6, 0, 6e+24, 1.96618e+07, 2.02262e+08, Earth
2.48365e+11, 1.7476e+10, 0, -1249.22, 23229, 0, 6.42e+23, 9.33507e+06, 2.02262e+08, Mars
-1.32596e+11, -1.62876e+11, 0, 24283.5, 343.864, 0, 3.30104e+23, 7.47881e+06, 2.02262e+08, Mercury
-9.98533e+10, -6.12117e+10, 0, 16094.2, -27101.3, 0, 4.86732e+24, 1.83375e+07, 2.02262e+08, Venus
-9.44945e+11, 5.22043e+11, 0, -5703.1, -8652.07, 0, 1.89813e+27, 1.33947e+08, 2.02262e+08, Jupiter
4.41462e+11, 1.41889e+12, 0, -9087.73, 2672.21, 0, 5.68319e+26, 8.96132e+07, 2.02262e+08, Saturn
2.70878e+12, 1.29697e+12, 0, -2895.7, 5976.66, 0, 8.68103e+25, 4.79062e+07, 2.02262e+08, Uranus
4.40499e+12, 1.09365e+12, 0, -1298.13, 5301.63, 0, 1.0241e+26, 5.0619e+07, 2.02262e+08, Neptune
