x, y, z, ux, uy, uz, masse, radius, time, name
2.22779e+09, 5.58405e+09, 0, -4.91536, 24.0612, 0, 2e+30, 1.3627e+09, 3.31862e+08, Sun
1.10764e+11, -9.04398e+10, 0, 20162.7, 22797.2, 0, 6e+24, 1.96618e+07, 3.31862e+08, Earth
2.24661e+11, -1.08569e+11, 0, 10450.9, 20571.4, 0, 6.42e+23, 9.33507e+06, 3.31862e+08, Mars
-3.31014e+11, 2.71411e+10, 0, -4343.76, -11659.9, 0, 3.30104e+23, 7.47881e+06, 3.31862e+08, Mercury
9.96009e+10, 4.36326e+07, 0, 1881.77, 39184.6, 0, 4.86732e+24, 1.83375e+07, 3.31862e+08, Venus
-7.88182e+11, -6.89378e+11, 0, 7921.39, -7157.16, 0, 1.89813e+27, 1.33947e+08, 3.31862e+08, Jupiter
-7.47896e+11, 1.26036e+12, 0, -8172.35, -5021.31, 0, 5.68319e+26, 8.96132e+07, 3.31862e+08, Saturn
2.2267e+12, 2.0074e+12, 0, -4492.95, 4909.63, 0, 8.68103e+25, 4.79062e+07, 3.31862e+08, Uranus
4.18456e+12, 1.76492e+12, 0, -2096.05, 5036.95, 0, 1.0241e+26, 5.0619e+07, 3.31862e+08, Neptune
